2.35239,48.8573,0
2.3523,48.85732,0
2.35203,48.85736,0
2.35146,48.8575,0
2.35125,48.85757,0
2.3511,48.85752,0
2.35095,48.85748,0
2.35061,48.85742,0
2.34952,48.85725,0
2.34925,48.85732,0
2.34921,48.85722,0
2.34893,48.85673,0
2.34949,48.85653,0
2.35008,48.8563,0
2.35072,48.85607,0
2.35181,48.85565,0
2.35217,48.85552,0
2.35269,48.85535,0
2.3528,48.8553,0
2.35283,48.85526,0
2.35287,48.85522,0
2.35299,48.85515,0
2.35314,48.85509,0
2.35329,48.85504,0
2.35556,48.85415,0
2.35574,48.85409,0
2.35657,48.85379,0
2.35661,48.85377,0
2.35783,48.85333,0
2.35802,48.85328,0
2.35897,48.85291,0
2.35904,48.85289,0
2.35931,48.85278,0
2.36028,48.85243,0
2.36053,48.85236,0
2.36055,48.85236,0
2.36057,48.85235,0
2.3606,48.85234,0
2.36071,48.85229,0
2.36077,48.85225,0
2.36087,48.8522,0
2.36099,48.85208,0
2.36124,48.8519,0
2.36129,48.85185,0
2.36137,48.85175,0
2.36138,48.85172,0
2.3614,48.85168,0
2.36142,48.85151,0
2.36143,48.85129,0
2.36143,48.85056,0
2.36146,48.84984,0
2.3615,48.84971,0
2.36152,48.84966,0
2.36154,48.84962,0
2.36155,48.84959,0
2.36157,48.84956,0
2.36158,48.84954,0
2.36165,48.84947,0
2.36175,48.8494,0
2.36182,48.84936,0
2.36185,48.84934,0
2.36199,48.84926,0
2.36266,48.84882,0
2.36267,48.84881,0
2.36274,48.84877,0
2.36345,48.84829,0
2.36405,48.84786,0
2.36474,48.84743,0
2.36495,48.84721,0
2.36498,48.84719,0
2.36505,48.84709,0
2.36514,48.84698,0
2.36516,48.84697,0
2.36522,48.84692,0
2.36525,48.84689,0
2.36531,48.84684,0
2.36536,48.84677,0
2.3656,48.84648,0
2.3657,48.84637,0
2.3659,48.84618,0
2.36615,48.84596,0
2.3662,48.84592,0
2.36643,48.84569,0
2.3665,48.84563,0
2.36652,48.84562,0
2.36666,48.8455,0
2.36668,48.84549,0
2.36688,48.84535,0
2.36697,48.84526,0
2.36705,48.8452,0
2.36839,48.84429,0
2.36845,48.84427,0
2.36855,48.84422,0
2.36859,48.84421,0
2.36868,48.84417,0
2.36918,48.84406,0
2.36927,48.84403,0
2.3694,48.84398,0
2.36951,48.84393,0
2.36961,48.84387,0
2.3702,48.84342,0
2.37039,48.84329,0
2.37039,48.84328,0
2.3704,48.84328,0
2.37041,48.84327,0
2.37042,48.84327,0
2.37042,48.84326,0
2.37086,48.84295,0
2.37132,48.84261,0
2.37228,48.84186,0
2.37316,48.84112,0
2.37421,48.8402,0
2.37556,48.83897,0
2.3769,48.83786,0
2.37714,48.83764,0
2.37722,48.83756,0
2.3775,48.83725,0
2.37768,48.83703,0
2.37806,48.83671,0
2.37898,48.83598,0
2.37912,48.83588,0
2.37912,48.83587,0
2.37917,48.83583,0
2.37919,48.83582,0
2.37996,48.83522,0
2.3803,48.83498,0
2.3807,48.83477,0
2.38083,48.83469,0
2.38177,48.83396,0
2.38367,48.83244,0
